CEP;Rua;Bairro;Cidade;Latitude;Longitude
13473-677; Rua Jair Amorim; Parque Residencial Jaguari; Americana/SP;-22.7179789;-47.3116076,17
13473-672; Rua José Maria de Abreu; Parque Residencial Jaguari; Americana/SP;-22.7159544;-47.3139314,17
13473-687; Rua Lamartine Babo; Parque Residencial Jaguari; Americana/SP;-22.7171698;-47.3179263,17
13473-690; Rua Lúcio Alves; Parque Residencial Jaguari; Americana/SP;-22.7165249;-47.3167044,17
13473-663; Rua Luiz Gonzaga; Parque Residencial Jaguari; Americana/SP;-22.7128421;-47.3156009,17
13473-682; Rua Luiz Mazoli; Parque Residencial Jaguari; Americana/SP;-22.7162414;-47.3093734,17
13473-671; Rua Lupicínio Rodrigues; Parque Residencial Jaguari; Americana/SP;-22.7166274;-47.3150905,17
13473-684; Rua Maysa Matarazo; Parque Residencial Jaguari; Americana/SP;-22.718038;-47.3194854,17
13473-651; Rua Nara Leão; Parque Residencial Jaguari; Americana/SP;-22.7180705;-47.3216589,17
13473-674; Rua Nelson Cavaquinho; Parque Residencial Jaguari; Americana/SP;-22.7166774;-47.3126861,17
13473-688; Rua Pixinguinha; Parque Residencial Jaguari; Americana/SP;-22.717164;-47.3158264,18
13473-655; Rua Santo Onofre; Parque Residencial Jaguari; Americana/SP;-22.725005;-47.3189949,16
13473-654; Rua São Lucas; Parque Residencial Jaguari; Americana/SP;-22.7248463;-47.3255868,15
13473-656; Rua São Nicolau; Parque Residencial Jaguari; Americana/SP;-22.7231365;-47.3153761,17
13473-657; Rua São Teodoro; Parque Residencial Jaguari; Americana/SP;-22.7245856;-47.3230384,15
13473-700; Rua Tom Jobim; Parque Residencial Jaguari; Americana/SP;-22.7199546;-47.3205418,18
13473-695; Rua Trinta e Nove; Parque Residencial Jaguari; Americana/SP;-22.731732;-47.353041,17
13473-686; Rua Vicente Celestino; Parque Residencial Jaguari; Americana/SP;-22.71744;-47.3184125,17
13473-667; Rua Zequinha de Abreu; Parque Residencial Jaguari; Americana/SP;-22.7138585;-47.314056,17
13468-284; Avenida Brasil; Parque Residencial Nardini; Americana/SP;-22.7526832;-47.3586098,15
13465-810; Avenida Brasil Norte; Parque Residencial Nardini; Americana/SP;-22.7541354;-47.3525581,16
13468-390; Avenida Brasil Sul; Parque Residencial Nardini; Americana/SP;-22.7566617;-47.3534411,16
13468-402; Rua Alexandre Volta; Parque Residencial Nardini; Americana/SP;-22.751938;-47.3524293,17
13468-310; Rua Américo Vespúcio; Parque Residencial Nardini; Americana/SP;-22.7565471;-47.3524213,17
13468-321; Rua Benvenuto Cellini; Parque Residencial Nardini; Americana/SP;-22.7567371;-47.3499186,18
13468-302; Rua Boticelli; Parque Residencial Nardini; Americana/SP;-22.7567425;-47.352977,18
13468-360; Rua Carlo Galimberti; Parque Residencial Nardini; Americana/SP;-22.7547745;-47.3493537,17
13468-290; Rua Cristóvão Colombo; Parque Residencial Nardini; Americana/SP;-22.7547461;-47.3531718,17
13468-283; Rua Dante Alighieri; Parque Residencial Nardini; Americana/SP;-22.7559387;-47.3518177,17
13468-320; Rua Donatello; Parque Residencial Nardini; Americana/SP;-22.757572;-47.3514644,17
13468-282; Rua Francisco Petrarca; Parque Residencial Nardini; Americana/SP;-22.754631;-47.3515976,17
13468-401; Rua Galileu Galilei; Parque Residencial Nardini; Americana/SP;-22.7525383;-47.3511419,18
13468-300; Rua Giotto Di Bandone; Parque Residencial Nardini; Americana/SP;-22.7563405;-47.3517537,18
13468-301; Rua Giuseppe Garibaldi; Parque Residencial Nardini; Americana/SP;-22.7565415;-47.3523654,18
13468-281; Rua Giuseppe Verdi; Parque Residencial Nardini; Americana/SP;-22.7535377;-47.3499186,18
13468-400; Rua Guglielmo Marconi; Parque Residencial Nardini; Americana/SP;-22.7519382;-47.3524295,17
13468-410; Rua Itaiba; Parque Residencial Nardini; Americana/SP;-22.7514711;-47.3545072,17
13468-340; Rua Leonardo da Vinci; Parque Residencial Nardini; Americana/SP;-22.75837;-47.352374,17
13468-403; Rua Marco Pollo; Parque Residencial Nardini; Americana/SP;-22.7519408;-47.352977,18
13468-330; Rua Michelangelo Buonarroti; Parque Residencial Nardini; Americana/SP;-22.7575523;-47.3525533,17
13468-350; Rua Rafael Sanzio; Parque Residencial Nardini; Americana/SP;-22.7592905;-47.3522414,17
13468-280; Rua São Salvador; Parque Residencial Nardini; Americana/SP;-22.756244;-47.3503179,17
13475-730; Estrada Municipal; Parque Residencial Tancredi; Americana/SP;-22.7354697;-47.2684391,16
13475-746; Praça Rubens Augusto Guelli; Parque Residencial Tancredi; Americana/SP;-22.7354697;
13475-741; Rua Antenor Polido; Parque Residencial Tancredi; Americana/SP;-22.73003;-47.25953,18
13475-722; Rua Cinco; Parque Residencial Tancredi; Americana/SP;-22.7319052;-47.2614405,18
13475-740; Rua Hervé Muller; Parque Residencial Tancredi; Americana/SP;-22.7295875;-47.2613044,18
13475-744; Rua Márcia Roli Tancredi; Parque Residencial Tancredi; Americana/SP;-22.7295665;-47.2585199,18
13475-745; Rua Maria Dalva de Araújo; Parque Residencial Tancredi; Americana/SP;-22.7288647;-47.2576999,18
13475-742; Rua Maria de Lourdes Dian Luchesi; Parque Residencial Tancredi; Americana/SP;-22.7288647;
13469-750; Avenida João Luiz Mazer; Parque São Jerônimo; Americana/SP;-22.7115445;-47.3748352,16
13469-760; Estrada da Balsa; Parque São Jerônimo; Americana/SP;-22.7031118;-47.3866167,16
13469-690; Rua Álvaro de Mattos; Parque São Jerônimo; Americana/SP;-22.7128705;-47.3655814,17
13469-710; Rua Carlos Vassallo; Parque São Jerônimo; Americana/SP;-22.7132255;-47.3673464,17
13469-700; Rua Emílio Colombo; Parque São Jerônimo; Americana/SP;-22.7115538;-47.3695384,17
13469-691; Rua Faustino Susigan; Parque São Jerônimo; Americana/SP;-22.7121396;-47.3670478,18
13469-660; Rua Gregório Sacoman; Parque São Jerônimo; Americana/SP;-22.715938;-47.3660654,17
13469-720; Rua Heitor Santon; Parque São Jerônimo; Americana/SP;-22.7118328;-47.3671596,17
13469-740; Rua Humberto Polo; Parque São Jerônimo; Americana/SP;-22.714543;-47.366774,17
13469-680; Rua João Dell Agnese; Parque São Jerônimo; Americana/SP;-22.7136774;-47.3655698,17
13469-730; Rua Júlio Justi; Parque São Jerônimo; Americana/SP;-22.7119746;-47.3731954,16
13469-650; Rua Miguel Lauro Sacoman; Parque São Jerônimo; Americana/SP;-22.716526;-47.3659354,17
13469-681; Rua Sérgio Chiqueto; Parque São Jerônimo; Americana/SP;-22.7141586;-47.363915,17
13469-661; Rua Waldomiro Perez; Parque São Jerônimo; Americana/SP;-22.7159709;-47.366738,17
13467-682; Avenida Professora Fanny Olivieri; Parque Universitário; Americana/SP;-22.7799505;-47.3536529,17
13467-680; Avenida Professora Wilma Lenzi Tombi; Parque Universitário; Americana/SP;-22.7771535;-47.3560996,17
13467-710; Rua Avaré; Parque Universitário; Americana/SP;-22.7807519;-47.352977,18
13467-674; Rua Ayrton Ortolano; Parque Universitário; Americana/SP;-22.7733096;-47.3524902,18
13467-708; Rua Guarujá; Parque Universitário; Americana/SP;-22.7821503;-47.3530411,17
13467-690; Rua Hortolândia; Parque Universitário; Americana/SP;-22.7801903;-47.3527376,18
13467-694; Rua Jaú; Parque Universitário; Americana/SP;-22.7812411;-47.3533381,18
13467-714; Rua Monte Mor; Parque Universitário; Americana/SP;-22.7812411;
13467-666; Rua Professor Argante Dimenco; Parque Universitário; Americana/SP;-22.773841;-47.3553258,18
13467-712; Rua Professor Armindo Chinelatto; Parque Universitário; Americana/SP;-22.773841;
13467-662; Rua Professor Gilberto Buratto; Parque Universitário; Americana/SP;-22.7733509;-47.3554878,17
13467-678; Rua Professor Jordão Drago; Parque Universitário; Americana/SP;-22.7747525;-47.3560996,17
13467-670; Rua Professor Leopoldo Vicente de Castro; Parque Universitário; Americana/SP;-22.7726155;-47.3544343,18
13467-672; Rua Professor Luiz Forini; Parque Universitário; Americana/SP;-22.7727476;-47.3530411,17
13467-664; Rua Professora Alda Marangoni; Parque Universitário; Americana/SP;-22.7749536;-47.3567112,17
13467-668; Rua Professora Aparecida Paioli; Parque Universitário; Americana/SP;-22.7749536;
13467-652; Rua Professora Aracy de Jesus Abrahão Paciulli; Parque Universitário; Americana/SP;-22.7752813;-47.3539561,17
13467-660; Rua Professora Celina Muller; Parque Universitário; Americana/SP;-22.7753528;-47.3548122,18
13467-686; Rua Professora Julia Maria Jurgensen Stecke; Parque Universitário; Americana/SP;-22.7780345;-47.3568224,17
13467-656; Rua Professora Lileana de Almeida Campos; Parque Universitário; Americana/SP;-22.7743503;-47.3548762,17
13467-688; Rua Professora Linda Bufarah Bieze; Parque Universitário; Americana/SP;-22.7785195;-47.3564276,17
13467-676; Rua Professora Lucia Helena Streicher Covesi; Parque Universitário; Americana/SP;-22.7751517;-47.3554878,17
13467-654; Rua Professora Maria Ignez Worschech; Parque Universitário; Americana/SP;-22.776884;-47.3560209,17
13467-658; Rua Professora Rita Santos; Parque Universitário; Americana/SP;-22.7737501;-47.3535886,18
13467-698; Rua Rafard; Parque Universitário; Americana/SP;-22.7829858;-47.3540834,17
13467-706; Rua Rio Claro; Parque Universitário; Americana/SP;-22.7808606;-47.3572873,15
13467-696; Rua Sumaré; Parque Universitário; Americana/SP;-22.7822069;-47.3541954,17
13467-692; Rua Vinhedo; Parque Universitário; Americana/SP;-22.7806535;-47.3531612,18
13479-751; Rua América Francisco Stefan Hortence; Portal dos Nobres; Americana/SP;-22.7667809;-47.2705305,17
13479-763; Rua Antônio Luchiari; Portal dos Nobres; Americana/SP;-22.7645751;-47.2668663,17
13479-764; Rua B-D; Portal dos Nobres; Americana/SP;-22.7645751;
13479-762; Rua Fernandes Favaretto; Portal dos Nobres; Americana/SP;-22.7655731;-47.2649681,18
13479-760; Rua Heitor Bover; Portal dos Nobres; Americana/SP;-22.7645793;-47.2680878,17
13479-761; Rua João Baptista do Nascimento; Portal dos Nobres; Americana/SP;-22.7629773;-47.2661895,18
13479-752; Rua José Patrício Soares; Portal dos Nobres; Americana/SP;-22.7661856;-47.2711412,17
13479-753; Rua José Silvestre Gomes Coelho Filho; Portal dos Nobres; Americana/SP;-22.7657786;-47.2674109,18
13479-755; Rua Maria Cândida Furquim Correa; Portal dos Nobres; Americana/SP;-22.765179;-47.2699197,17
13479-754; Rua Maria Eunice Arraes Coelho; Portal dos Nobres; Americana/SP;-22.7643781;-47.2668003,18
13479-750; Rua Ozório de Almeida Prado; Portal dos Nobres; Americana/SP;-22.7641853;-47.2711411,17
13475-800; Avenida Américo Schneider; Praia Azul; Americana/SP;-22.728515;-47.2593349,15
13475-801; Rua Maranhão; Praia Azul; Americana/SP;-22.728515;
13475-451; Avenida Circular; Praia dos Namorados; Americana/SP;-22.7050279;-47.2753502,18
13475-455; Rua Antônio Corrêa; Praia dos Namorados; Americana/SP;-22.7029569;-47.2765245,17
13475-450; Rua Argemiro Cesarino Leite; Praia dos Namorados; Americana/SP;-22.7051345;-47.2765134,17
13475-464; Rua Cinco; Praia dos Namorados; Americana/SP;-22.7051345;
13475-460; Rua Fortunato Nardini; Praia dos Namorados; Americana/SP;-22.7042827;-47.2780426,16
13475-452; Rua José Castelani; Praia dos Namorados; Americana/SP;-22.7038285;-47.2759611,18
13475-454; Rua José Galassi; Praia dos Namorados; Americana/SP;-22.7039849;-47.2739191,18
13475-461; Rua Marcelo Seleghini; Praia dos Namorados; Americana/SP;-22.7045756;-47.2730615,18
13475-465; Rua Quatro; Praia dos Namorados; Americana/SP;-22.7045756;
13475-462; Rua Salvador Dias; Praia dos Namorados; Americana/SP;-22.7056217;-47.2729733,17
13475-453; Rua Walter Francoso; Praia dos Namorados; Americana/SP;-22.7046262;-47.2747395,18
13478-700; Avenida Bandeirantes; Recanto; Americana/SP;-22.7402909;-47.3423259,14
13478-704; Avenida Marginal-Futura; Recanto; Americana/SP;-22.7542833;-47.3053467,17
13475-406; Avenida Comendador Thomaz Fortunato; Recanto Jatobá; Americana/SP;-22.7542833;
13475-409; Praça Honorino Santarosa; Recanto Jatobá; Americana/SP;-22.7056217;-47.2735839,17
13475-405; Rua Agostinho Pilotto; Recanto Jatobá; Americana/SP;-22.7078305;-47.2773229,17
13475-400; Rua Aldo Feola; Recanto Jatobá; Americana/SP;-22.7088125;-47.2782454,17
13475-404; Rua Arthur Vaz Lima; Recanto Jatobá; Americana/SP;-22.7086261;-47.2765719,18
13475-402; Rua João Cibim; Recanto Jatobá; Americana/SP;-22.7100884;-47.2787681,17
13475-401; Rua Narciso Faggion; Recanto Jatobá; Americana/SP;-22.70983;-47.276084,18
13475-403; Rua Wilton Rosa; Recanto Jatobá; Americana/SP;-22.7094267;-47.2778593,17
13474-294; Rua Antonia Panaro; Recanto Vista Alegre; Americana/SP;-22.7077243;-47.2824325,17
13474-281; Rua Guido Seleghini; Recanto Vista Alegre; Americana/SP;-22.7080604;-47.2800232,17
13474-290; Rua José Luchesi; Recanto Vista Alegre; Americana/SP;-22.708632;-47.279626,18
13474-280; Rua Mario Atillio Seleghini; Recanto Vista Alegre; Americana/SP;-22.7071315;-47.2793439,17
13474-293; Rua Pedro Moro; Recanto Vista Alegre; Americana/SP;-22.708236;-47.2820693,18
13474-291; Rua Vereador Antonio Zarbim; Recanto Vista Alegre; Americana/SP;-22.7078969;-47.282554,17
13476-557; Rua Américo da Costa Paulo; Remanso Azul; Americana/SP;-22.7515769;-47.2516659,17
13476-551; Rua Domingos Bertie; Remanso Azul; Americana/SP;-22.7505531;-47.2534336,17
13476-553; Rua Frederico Carlos Berggren; Remanso Azul; Americana/SP;-22.750117;-47.2524399,17
13476-554; Rua Guerino Angelo Gaiolla; Remanso Azul; Americana/SP;-22.7501506;-47.2522126,17
13476-550; Rua Humberto Menghini; Remanso Azul; Americana/SP;-22.7489651;-47.2506024,17
13476-552; Rua Joaquim Angelo do Nascimento; Remanso Azul; Americana/SP;-22.7512649;-47.2513811,17
13476-555; Rua Pedro Stefanini; Remanso Azul; Americana/SP;-22.7501667;-47.2595979,15
13477-520; Rua César Casati; Residencial Boa Vista; Americana/SP;-22.742879;-47.3031154,17
13477-510; Rua Luiz Fae; Residencial Boa Vista; Americana/SP;-22.7438259;-47.3054625,18
13477-500; Rua Natal Minarello; Residencial Boa Vista; Americana/SP;-22.7420598;-47.30413,17
13477-490; Rua Pedro Mantovani; Residencial Boa Vista; Americana/SP;-22.7418316;-47.3048435,17
13468-382; Rua Dona Dolores Andrade Silva; Residencial Horto Florestal Jacyra I; Americana/SP;-22.7591274;-47.3554394,17
13468-371; Rua Jacob Salatti; Residencial Horto Florestal Jacyra I; Americana/SP;-22.7601402;-47.3518177,17
13468-381; Rua Jacomo Dell'Agnezze; Residencial Horto Florestal Jacyra I; Americana/SP;-22.7597464;-47.3542004,18
13468-380; Rua José Canineo; Residencial Horto Florestal Jacyra I; Americana/SP;-22.7603777;-47.3565624,17
13468-370; Rua Leopoldo Deltregia; Residencial Horto Florestal Jacyra I; Americana/SP;-22.7606806;-47.353255,17
13475-820; Avenida Giné Faraone Zanaga; Residencial Jardim Barra do Cisne I; Americana/SP;-22.7606806;
13474-220; Rua Antônio Camargo Neves; Residencial Praia dos Namorados; Americana/SP;-22.7134765;-47.2907285,17
13474-223; Rua Benedito Colla; Residencial Praia dos Namorados; Americana/SP;-22.7138519;-47.2943534,17
13474-240; Rua Catarina Meneghel Zoppi; Residencial Praia dos Namorados; Americana/SP;-22.7118432;-47.2888547,17
13474-222; Rua Eugênio Liner; Residencial Praia dos Namorados; Americana/SP;-22.7147333;-47.2909919,18
13474-221; Rua Fernando Adami; Residencial Praia dos Namorados; Americana/SP;-22.7136276;-47.2882066,18
13474-231; Rua José Kokol Filho; Residencial Praia dos Namorados; Americana/SP;-22.712799;-47.2882395,18
13474-250; Rua Rosa Marchini Miante; Residencial Praia dos Namorados; Americana/SP;-22.7115979;-47.2877613,18
13474-230; Rua Segundo Bertier; Residencial Praia dos Namorados; Americana/SP;-22.7125384;-47.289703,18
13475-751; Caminho Servidão; Residencial Santa Paula; Americana/SP;-22.7277558;-47.2566106,17
13475-752; Rua Um; Residencial Santa Paula; Americana/SP;-22.7296029;
13474-390; Avenida Benedito Santarosa; Residencial Vale das Nogueiras; Americana/SP;-22.706939;-47.285477,18
13474-391; Avenida das Amoreiras; Residencial Vale das Nogueiras; Americana/SP;-22.7057369;-47.2860836,17
13474-394; Avenida das Macieiras; Residencial Vale das Nogueiras; Americana/SP;-22.7062417;-47.2864111,17
13474-393; Avenida Gilson Girardi; Residencial Vale das Nogueiras; Americana/SP;-22.7045704;-47.2864256,17
13474-392; Avenida João Sfriso; Residencial Vale das Nogueiras; Americana/SP;-22.7052546;-47.2844703,18
13474-359; Avenida Nina Rodrigues; Residencial Vale das Nogueiras; Americana/SP;-22.7088579;-47.2980193,17
13474-358; Rua Albertino Machado; Residencial Vale das Nogueiras; Americana/SP;-22.7060653;-47.2959853,18
13474-382; Rua das Ameixeiras; Residencial Vale das Nogueiras; Americana/SP;-22.7075986;-47.2888485,17
13474-354; Rua das Cerejeiras; Residencial Vale das Nogueiras; Americana/SP;-22.70877;-47.2972448,18
13474-381; Rua das Goiabeiras; Residencial Vale das Nogueiras; Americana/SP;-22.7071544;-47.2877874,17
13474-363; Rua das Gravioleiras; Residencial Vale das Nogueiras; Americana/SP;-22.7084509;-47.2931314,17
13474-378; Rua das Jabuticabeiras; Residencial Vale das Nogueiras; Americana/SP;-22.708373;-47.2866611,18
13474-375; Rua das Jaqueiras; Residencial Vale das Nogueiras; Americana/SP;-22.7098139;-47.2895169,17
13474-352; Rua das Laranjeiras; Residencial Vale das Nogueiras; Americana/SP;-22.7091807;-47.2997707,17
13474-364; Rua das Mangabeiras; Residencial Vale das Nogueiras; Americana/SP;-22.7084865;-47.2925668,17
13474-374; Rua das Mangueiras; Residencial Vale das Nogueiras; Americana/SP;-22.7092461;-47.2887892,18
13474-376; Rua das Oliveiras; Residencial Vale das Nogueiras; Americana/SP;-22.70952;-47.287571,18
13474-351; Rua das Pereiras; Residencial Vale das Nogueiras; Americana/SP;-22.7093945;-47.3002889,17
13474-353; Rua das Pitangueiras; Residencial Vale das Nogueiras; Americana/SP;-22.7090961;-47.2978227,18
13474-366; Rua das Tamareiras; Residencial Vale das Nogueiras; Americana/SP;-22.7098476;-47.2930676,17
13474-372; Rua dos Abacateiros; Residencial Vale das Nogueiras; Americana/SP;-22.7081739;-47.2907563,17
13474-380; Rua dos Cajueiros; Residencial Vale das Nogueiras; Americana/SP;-22.7077294;-47.2873395,17
13474-373; Rua dos Caquizeiros; Residencial Vale das Nogueiras; Americana/SP;-22.7075127;-47.2902432,17
13474-383; Rua dos Limoeiros; Residencial Vale das Nogueiras; Americana/SP;-22.70833;-47.2882294,17
13474-357; Rua dos Mamoeiros; Residencial Vale das Nogueiras; Americana/SP;-22.7089376;-47.2977632,18
13474-377; Rua dos Pessegueiros; Residencial Vale das Nogueiras; Americana/SP;-22.708929;-47.2868755,18
13474-360; Rua Doutora Maria Aparecida Rocha; Residencial Vale das Nogueiras; Americana/SP;-22.7060424;-47.2974342,17
13474-365; Rua Hameletto Pigatto; Residencial Vale das Nogueiras; Americana/SP;-22.7102475;-47.2912986,17
13474-362; Rua Ignácio Pancini; Residencial Vale das Nogueiras; Americana/SP;-22.7076735;-47.2928984,17
13474-371; Rua Joaquim Duarte; Residencial Vale das Nogueiras; Americana/SP;-22.708476;-47.2903114,17
13474-370; Rua Orozimbo Rocha; Residencial Vale das Nogueiras; Americana/SP;-22.7089366;-47.291311,17
13474-356; Rua Professor Oscar Augusto Guelli; Residencial Vale das Nogueiras; Americana/SP;-22.710246;-47.2968929,18
13475-216; Avenida Oswaldo Jensen; Riviera Tamborlim; Americana/SP;-22.7185746;
13475-210; Estrada Municipal; Riviera Tamborlim; Americana/SP;-22.720939;-47.2810906,17
13475-219; Praça Luiz Geraldo Mirandola; Riviera Tamborlim; Americana/SP;-22.720939;
13475-214; Rua Achilino Seleghini; Riviera Tamborlim; Americana/SP;-22.7202308;-47.2820693,18
13475-200; Rua José Müller; Riviera Tamborlim; Americana/SP;-22.7208273;-47.2815242,17
13475-212; Rua Manoel Rodrigues Pitta; Riviera Tamborlim; Americana/SP;-22.7210596;-47.2895998,15
13475-215; Rua Pedro Cia; Riviera Tamborlim; Americana/SP;-22.7202308;-47.2826801,18
